danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.676,0.844,5,-4.831,0,0.407,0.271,0.0,0.0994,0.424,163.992,audio_features,166lmjn9xjWj1AEdGX8PYh,spotify:track:166lmjn9xjWj1AEdGX8PYh,https://api.spotify.com/v1/tracks/166lmjn9xjWj1AEdGX8PYh,https://api.spotify.com/v1/audio-analysis/166lmjn9xjWj1AEdGX8PYh,156307,4
0.908,0.561,4,-7.683,0,0.301,0.00933,0.0,0.111,0.559,146.018,audio_features,1BmI4EYdfzbg8DlV6pHYrY,spotify:track:1BmI4EYdfzbg8DlV6pHYrY,https://api.spotify.com/v1/tracks/1BmI4EYdfzbg8DlV6pHYrY,https://api.spotify.com/v1/audio-analysis/1BmI4EYdfzbg8DlV6pHYrY,217213,4
0.621,0.462,11,-6.268,1,0.428,0.472,0.0,0.153,0.267,89.23,audio_features,39fKVWP7D9qAmkM8qjRQoC,spotify:track:39fKVWP7D9qAmkM8qjRQoC,https://api.spotify.com/v1/tracks/39fKVWP7D9qAmkM8qjRQoC,https://api.spotify.com/v1/audio-analysis/39fKVWP7D9qAmkM8qjRQoC,259547,4
0.726,0.738,0,-4.788,1,0.355,0.0791,0.0,0.0297,0.896,121.953,audio_features,4YQImHflXSiIMXntcwPkx8,spotify:track:4YQImHflXSiIMXntcwPkx8,https://api.spotify.com/v1/tracks/4YQImHflXSiIMXntcwPkx8,https://api.spotify.com/v1/audio-analysis/4YQImHflXSiIMXntcwPkx8,175099,4
0.707,0.645,6,-5.395,0,0.321,0.00654,2.38e-06,0.344,0.524,150.014,audio_features,4hrd3G5XnJzDC5LZw0Fwgu,spotify:track:4hrd3G5XnJzDC5LZw0Fwgu,https://api.spotify.com/v1/tracks/4hrd3G5XnJzDC5LZw0Fwgu,https://api.spotify.com/v1/audio-analysis/4hrd3G5XnJzDC5LZw0Fwgu,176133,4
0.831,0.439,5,-7.892,0,0.323,0.199,0.00153,0.133,0.353,105.104,audio_features,3MbOT5mzE94Ne0Hv51akoS,spotify:track:3MbOT5mzE94Ne0Hv51akoS,https://api.spotify.com/v1/tracks/3MbOT5mzE94Ne0Hv51akoS,https://api.spotify.com/v1/audio-analysis/3MbOT5mzE94Ne0Hv51akoS,175671,4
0.691,0.721,7,-8.854,1,0.239,0.00866,0.0,0.168,0.508,150.17,audio_features,7BVXZByQjfmtEWt9AhjlwL,spotify:track:7BVXZByQjfmtEWt9AhjlwL,https://api.spotify.com/v1/tracks/7BVXZByQjfmtEWt9AhjlwL,https://api.spotify.com/v1/audio-analysis/7BVXZByQjfmtEWt9AhjlwL,168048,4
0.644,0.811,11,-4.175,1,0.226,0.0731,0.0,0.28,0.489,141.989,audio_features,3dw4v5lOsKRqIX3c1bouJW,spotify:track:3dw4v5lOsKRqIX3c1bouJW,https://api.spotify.com/v1/tracks/3dw4v5lOsKRqIX3c1bouJW,https://api.spotify.com/v1/audio-analysis/3dw4v5lOsKRqIX3c1bouJW,189086,4
0.538,0.669,1,-4.97,1,0.0518,0.00437,1.03e-05,0.43,0.0389,141.659,audio_features,2c7sRekhMGlj7u1WIIzoQu,spotify:track:2c7sRekhMGlj7u1WIIzoQu,https://api.spotify.com/v1/tracks/2c7sRekhMGlj7u1WIIzoQu,https://api.spotify.com/v1/audio-analysis/2c7sRekhMGlj7u1WIIzoQu,150402,4
0.638,0.651,0,-6.585,1,0.269,0.0216,0.0,0.0927,0.114,157.963,audio_features,7KeM63RotkWiGnHKkboz4t,spotify:track:7KeM63RotkWiGnHKkboz4t,https://api.spotify.com/v1/tracks/7KeM63RotkWiGnHKkboz4t,https://api.spotify.com/v1/audio-analysis/7KeM63RotkWiGnHKkboz4t,243038,4
0.8,0.729,5,-4.492,1,0.295,0.0577,0.0,0.126,0.526,154.084,audio_features,1fo2w2ikXyQjnmH1AVVyJ8,spotify:track:1fo2w2ikXyQjnmH1AVVyJ8,https://api.spotify.com/v1/tracks/1fo2w2ikXyQjnmH1AVVyJ8,https://api.spotify.com/v1/audio-analysis/1fo2w2ikXyQjnmH1AVVyJ8,224416,4
