danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.534,0.239,9,-10.69,1,0.0443,0.949,0.0112,0.196,0.303,111.371,audio_features,3GusQLpr2foU14c82En19S,spotify:track:3GusQLpr2foU14c82En19S,https://api.spotify.com/v1/tracks/3GusQLpr2foU14c82En19S,https://api.spotify.com/v1/audio-analysis/3GusQLpr2foU14c82En19S,236437,4
0.498,0.21,2,-16.873,0,0.0346,0.885,0.912,0.135,0.0805,101.877,audio_features,1vwtIkZtFqmekoyuHH5jxO,spotify:track:1vwtIkZtFqmekoyuHH5jxO,https://api.spotify.com/v1/tracks/1vwtIkZtFqmekoyuHH5jxO,https://api.spotify.com/v1/audio-analysis/1vwtIkZtFqmekoyuHH5jxO,164446,4
0.544,0.161,5,-14.618,0,0.0341,0.873,0.159,0.0927,0.128,49.705,audio_features,67Dn2vbyUSRJEMVJaOqOPu,spotify:track:67Dn2vbyUSRJEMVJaOqOPu,https://api.spotify.com/v1/tracks/67Dn2vbyUSRJEMVJaOqOPu,https://api.spotify.com/v1/audio-analysis/67Dn2vbyUSRJEMVJaOqOPu,193331,4
0.618,0.0382,7,-22.696,1,0.0593,0.993,0.828,0.0925,0.192,56.933,audio_features,4tVteS21UzbqesfNG7uT8D,spotify:track:4tVteS21UzbqesfNG7uT8D,https://api.spotify.com/v1/tracks/4tVteS21UzbqesfNG7uT8D,https://api.spotify.com/v1/audio-analysis/4tVteS21UzbqesfNG7uT8D,202556,4
0.335,0.171,10,-15.742,1,0.0381,0.975,0.879,0.112,0.233,118.959,audio_features,520YkTPlI3EqAjgONKWYM5,spotify:track:520YkTPlI3EqAjgONKWYM5,https://api.spotify.com/v1/tracks/520YkTPlI3EqAjgONKWYM5,https://api.spotify.com/v1/audio-analysis/520YkTPlI3EqAjgONKWYM5,211761,4
0.495,0.13,7,-16.735,1,0.0314,0.953,0.909,0.104,0.224,59.302,audio_features,0vmKw0Rn07BRuhBBfOqIPq,spotify:track:0vmKw0Rn07BRuhBBfOqIPq,https://api.spotify.com/v1/tracks/0vmKw0Rn07BRuhBBfOqIPq,https://api.spotify.com/v1/audio-analysis/0vmKw0Rn07BRuhBBfOqIPq,207834,4
0.609,0.0539,5,-24.114,1,0.0631,0.993,0.969,0.12,0.201,128.243,audio_features,2BBxt787LSuIdPXN6YM3S1,spotify:track:2BBxt787LSuIdPXN6YM3S1,https://api.spotify.com/v1/tracks/2BBxt787LSuIdPXN6YM3S1,https://api.spotify.com/v1/audio-analysis/2BBxt787LSuIdPXN6YM3S1,155565,4
0.38,0.12,2,-21.674,0,0.0376,0.969,0.892,0.0648,0.117,112.376,audio_features,2Bv8LgnuZkVg6P6ZPsfuwB,spotify:track:2Bv8LgnuZkVg6P6ZPsfuwB,https://api.spotify.com/v1/tracks/2Bv8LgnuZkVg6P6ZPsfuwB,https://api.spotify.com/v1/audio-analysis/2Bv8LgnuZkVg6P6ZPsfuwB,218799,4
0.462,0.223,3,-14.698,1,0.0333,0.926,0.886,0.122,0.0742,102.019,audio_features,0dzh53o5y3EqVcjicXRcGN,spotify:track:0dzh53o5y3EqVcjicXRcGN,https://api.spotify.com/v1/tracks/0dzh53o5y3EqVcjicXRcGN,https://api.spotify.com/v1/audio-analysis/0dzh53o5y3EqVcjicXRcGN,253351,4
0.437,0.184,7,-16.719,1,0.0428,0.963,0.852,0.156,0.173,119.761,audio_features,0Ayv05nqaQxZZaidg0kE0A,spotify:track:0Ayv05nqaQxZZaidg0kE0A,https://api.spotify.com/v1/tracks/0Ayv05nqaQxZZaidg0kE0A,https://api.spotify.com/v1/audio-analysis/0Ayv05nqaQxZZaidg0kE0A,170145,4
