danceability,energy,loudness,tempo,valence,acousticness,cluster,id
0.495,0.106,-19.016,116.644,0.0999,0.945,1,4X3IkZgkTo4WTchJXzBlNf
0.436,0.0961,-22.39,114.267,0.167,0.976,1,6pnMupVd27afvvGyzo8iRt
0.515,0.146,-22.903,105.387,0.153,0.962,1,3muzfT0ljP8aBBipCCZUba
0.551,0.115,-16.62,105.596,0.0796,0.92,1,1Qiyu2GJvxBWkFF9z0Rhx5
0.498,0.11,-22.829,109.044,0.127,0.932,1,0RrvMxwdAX6qBQHjR3EEPZ
0.482,0.174,-13.495,109.162,0.162,0.966,13,2ExRtsNPSx1XupyPBq7Wtr
0.339,0.171,-17.597,178.033,0.113,0.977,17,5CBaikcT4Gx8iO8jQvmyDU
0.472,0.225,-18.413,111.693,0.13,0.956,1,04ICJKheRrWvKTXcQQN8FM
0.378,0.115,-15.165,53.43,0.152,0.965,6,1Iup2scUgNLhmq4q7rLG6l
0.455,0.137,-14.999,53.648,0.195,0.96,6,5fxlpxZnDeUP8Gc98bwVs1
0.515,0.193,-17.945,108.129,0.148,0.876,1,1Kvxzf1WFEdBkLuvGVwpjM
0.49,0.103,-17.026,91.6,0.116,0.936,1,4J7o5z21AHxX83IxXOGdWe
0.514,0.178,-17.286,96.372,0.104,0.931,1,3VRTgB7okjGGrRg4pTFC8r
0.452,0.0983,-16.181,134.067,0.0747,0.953,13,3yyVqUxOKGgH47iUGNEyVB
0.506,0.166,-19.17,111.977,0.167,0.884,1,022W2iG3WhA3fFIKGhR07y
0.517,0.24,-12.624,113.101,0.205,0.943,13,3yuGg1Z1kHMoXVMv7iGg6E
0.409,0.223,-16.793,103.936,0.287,0.968,13,30qiKII7quQgj7xBz9hL74
0.302,0.187,-21.156,112.264,0.0912,0.896,1,1dyjTzH2OBunqoXYhDPRUn
0.433,0.267,-15.967,119.322,0.0928,0.973,13,2mKGI5TnGVSWbloCZlma6B
0.49,0.226,-11.511,138.376,0.294,0.952,13,5Iqw3KNZYs88Lwz8kM7Aqt
0.415,0.148,-19.697,54.914,0.303,0.988,6,4eaogpCx2UNkKylwlDNGJ7
0.524,0.158,-18.671,58.566,0.0967,0.902,6,7EtNoLrxsmfFxXTgVdEpPo
0.454,0.122,-15.55,105.309,0.285,0.95,13,0FFYwlRnQbuQhfW2pbzIgv
0.344,0.202,-16.063,76.076,0.156,0.945,6,2fTGteXpvwsNG8K83YyhRb
0.385,0.258,-16.037,108.03,0.2,0.957,13,32BL3Zghn1hSCgpgLSrUqc
0.479,0.12,-17.078,115.911,0.308,0.976,1,1O8ViqXWjVY5e6vOuR2xd8
0.534,0.239,-10.69,111.371,0.303,0.949,13,3GusQLpr2foU14c82En19S
0.498,0.21,-16.873,101.877,0.0805,0.885,1,1vwtIkZtFqmekoyuHH5jxO
0.544,0.161,-14.618,49.705,0.128,0.873,6,67Dn2vbyUSRJEMVJaOqOPu
0.618,0.0382,-22.696,56.933,0.192,0.993,6,4tVteS21UzbqesfNG7uT8D
0.335,0.171,-15.742,118.959,0.233,0.975,13,520YkTPlI3EqAjgONKWYM5
0.495,0.13,-16.735,59.302,0.224,0.953,6,0vmKw0Rn07BRuhBBfOqIPq
0.609,0.0539,-24.114,128.243,0.201,0.993,1,2BBxt787LSuIdPXN6YM3S1
0.38,0.12,-21.674,112.376,0.117,0.969,1,2Bv8LgnuZkVg6P6ZPsfuwB
0.462,0.223,-14.698,102.019,0.0742,0.926,13,0dzh53o5y3EqVcjicXRcGN
0.437,0.184,-16.719,119.761,0.173,0.963,13,0Ayv05nqaQxZZaidg0kE0A
0.529,0.198,-13.694,110.815,0.132,0.944,13,064k0lT6tP4AdWull7SSz0
0.454,0.181,-19.47,104.3,0.0761,0.973,1,4oECG5mUxW51Nh3U6iOdrc
0.506,0.122,-17.565,91.924,0.14,0.941,1,1cwJs07Bx640tEkvHfDemy
0.343,0.236,-16.697,178.049,0.139,0.963,17,5Df2sfwDdTC266NFO3qfa0
0.352,0.202,-19.334,59.559,0.179,0.854,6,5WwybHBAdhsJMNBbXymtS3
0.415,0.126,-18.253,177.535,0.237,0.962,17,6S6bbgUm80TdelwOPf0dsR
0.526,0.126,-27.512,99.358,0.0868,0.919,1,5CFZEWl1VQpFDda3PYitiP
0.307,0.149,-20.555,61.176,0.238,0.99,6,7FJiPlX1unkR69o7SwYJa4
0.4,0.201,-14.21,128.6,0.37,0.96,13,5ZhZ2RGjOsFOUC57CyCUiJ
0.609,0.124,-18.372,100.455,0.075,0.711,1,2BlPcDhmDzUyD5cWFyvmoy
0.392,0.154,-14.353,113.367,0.207,0.951,13,1j2stEmsymDnJNi1uPZ1rD
0.653,0.153,-15.976,78.287,0.141,0.979,18,5Enjr7Vz1J8inrynMzgmc6
0.394,0.158,-13.535,129.143,0.24,0.918,13,7k82PhqzL3q6fign67v8GJ
0.378,0.17,-19.314,138.095,0.135,0.958,17,4a1J9yup472zZW604BHbha
0.45,0.178,-14.048,75.421,0.288,0.975,18,1zKGVPC73CCFAyTF5Hsyqy
0.439,0.0361,-23.967,172.433,0.141,0.948,17,4fn0kfdUbc5LlAjTwG4RX4
0.504,0.261,-15.621,111.905,0.154,0.966,13,07VvD1Wz8hGKE2n6SEApWP
0.438,0.145,-14.537,82.482,0.334,0.928,18,6njul2LIdBRvxjoekr0mMr
0.364,0.144,-14.698,75.46,0.175,0.952,6,0Pvw3low3habLe1L9lM4Vy
0.241,0.161,-19.156,57.019,0.182,0.977,6,3iU2rkahLELzejRd4zhtK8
0.453,0.203,-14.187,111.662,0.197,0.976,13,4W4PZdDzTUa06u4iXCKRxI
0.522,0.205,-15.323,118.347,0.214,0.971,13,1WvROGTTw41o8BQ2zHx6sg
0.467,0.17,-20.378,108.5,0.17,0.945,1,2qLTH8o4woaUd81rgUAeZp
0.515,0.166,-17.721,62.718,0.0779,0.965,6,69eesFTk1HKajniFSF2Z9n
0.548,0.188,-15.519,95.625,0.204,0.964,18,7H6doSNNykKJH1ewJxW4FL
0.574,0.087,-17.453,101.147,0.245,0.898,1,69AZB2TEh2qFXAKs1R3H9B
0.474,0.189,-13.303,118.88,0.145,0.937,13,7vffwkV7miOu7Sxz75pSuY
0.428,0.149,-16.993,113.258,0.0555,0.921,1,7xTuJi4PK5ujPuf0g19oII
0.385,0.218,-18.595,45.805,0.144,0.981,6,38JakPibJCWbVKbR9vwGAR
0.404,0.157,-11.386,178.247,0.274,0.964,17,4nmm4RBqwy3rOwMELRrl5p
0.504,0.166,-14.374,120.511,0.265,0.986,13,00MDdSPO6iWPZwwuF6RH89
0.64,0.188,-16.981,120.474,0.16,0.962,1,3rGH9xLvAP2R6445FaLVs8
0.499,0.225,-15.635,85.833,0.181,0.937,18,1vNFoWu3d80MnNkgjlaQ7k
0.492,0.206,-16.065,106.139,0.234,0.97,13,4h4NyGcAmkInin8wNidCfS
0.52,0.107,-19.235,76.594,0.171,0.968,6,1FW1U15nbWIAteWTI2Iy9L
0.375,0.174,-17.577,84.148,0.163,0.9,6,2uFnSCNpfxySA144y7iIxq
0.538,0.161,-15.046,121.574,0.21,0.982,13,1WmWY8MVCl3iPZ4u1k9sLa
0.449,0.0875,-19.244,94.952,0.214,0.972,1,4nTbbttvaqWAuqs78RjFnd
0.446,0.166,-15.492,105.693,0.129,0.95,13,1BnYMsR1MIxPmMJe02Lot4
0.411,0.229,-14.563,111.564,0.193,0.941,13,25uH0QfCoOQ5Jw2c0rXGWf
0.421,0.199,-11.592,118.772,0.269,0.931,13,6Zxx0HOw0vDjvO5URV6C4b
0.362,0.17,-18.193,107.442,0.156,0.936,1,6vtzBYf1I2Ozsdp94A2t5i
0.36,0.136,-19.518,176.766,0.133,0.944,17,5j3WbWhQJpANH3HFWHtLq5
0.487,0.13,-19.126,86.672,0.0796,0.938,1,0rxrNlowteTww0qD51gmJC
0.417,0.0829,-22.326,123.812,0.218,0.978,1,1cwApuGBzxyhCPBYSX3xqk
0.498,0.162,-15.854,108.293,0.237,0.935,13,5D9zI5bZ2XgFDEYdqGrHnP
0.451,0.203,-16.865,100.986,0.15,0.941,1,76RWGx3zZ46aIY4WPjsLuo
0.485,0.138,-19.272,108.871,0.105,0.866,1,59VY0huVKd5pSuJLI9RrMO
0.491,0.101,-19.255,88.182,0.147,0.919,1,5GuytCR8JGCn90ReWuhYvL
0.466,0.124,-18.809,92.52,0.0775,0.948,1,2ydGIFOEzRCyMXr4ZolD6j
0.514,0.236,-13.389,52.211,0.153,0.956,18,3a2EtryAoijDMEAOaFSxqH
0.402,0.144,-16.281,168.293,0.209,0.985,17,5mqn7zmKnNjHvmsg1OSgnq
0.242,0.204,-16.478,89.691,0.274,0.966,6,6WpAVvDGnPZ0CEO7yAIoBM
0.434,0.177,-15.613,110.6,0.143,0.958,13,4perVeAQ5hn68NDRx6nzey
0.445,0.139,-16.443,118.639,0.241,0.971,13,0pWw8k7ThQXQlODdT0MVkP
0.514,0.138,-16.925,53.505,0.104,0.971,6,5SLaynsQunaaRIQ6uhCJu6
0.457,0.0508,-22.899,97.091,0.0979,0.837,1,4TpsLl4wCmBEHQbauSJEMx
0.508,0.126,-18.687,117.126,0.095,0.947,1,1POSSxzIB7fLcHDDfbmjDZ
0.382,0.184,-16.697,97.513,0.156,0.888,1,2qxgWhI1DtwC5X4SzJNvZJ
0.39,0.122,-18.578,97.032,0.248,0.973,1,1a3tNp1HDtuG9vDIjrgWpZ
0.503,0.149,-18.103,115.739,0.173,0.985,1,7MTAzNGDR2oen6dmPKxI3C
0.335,0.203,-16.864,173.515,0.202,0.948,17,33sW1w6GqKgSolhokSdhpd
0.384,0.109,-24.538,169.685,0.166,0.97,17,141T43SRB9gNLTqG8WPvaz
0.446,0.218,-13.284,98.677,0.145,0.943,13,0oXrVmcJVCd7043iyHmmUI
0.553,0.121,-15.262,114.29,0.172,0.936,13,1Eh0sGvTxDYx13pE2PBpEn
0.457,0.13,-18.94,112.553,0.215,0.976,1,74NmDsFZbbS0T7Zc2z74Cd
0.393,0.127,-15.086,103.506,0.155,0.959,13,0IQ6jc6zO9ffRqcNoiL1Di
0.343,0.107,-16.659,115.774,0.183,0.965,13,7fHjVyteq1A6TOfjqdxvrE
0.431,0.105,-20.001,102.214,0.381,0.958,1,08Y2U1Z3FuXOYNRZgUHXHk
0.429,0.268,-13.425,111.144,0.173,0.957,13,43bLhZkulGIf55O7fpRRok
0.568,0.143,-16.994,105.323,0.126,0.964,1,0QPlQSzKFeCaUUsTKI5l3H
0.416,0.126,-20.798,59.527,0.224,0.982,6,0gyjqALKXPICWiV5j7Bddn
0.463,0.139,-16.272,65.764,0.117,0.948,6,7eIBRnjrFylXHqi7EZ0cHz
0.463,0.174,-14.885,120.888,0.2,0.928,13,0vVsZ7fLYEnYA9VIBXYdhv
0.409,0.192,-18.611,121.079,0.109,0.948,1,5bVT6a3fLBhW0969fn40lo
0.526,0.131,-17.461,112.949,0.176,0.947,1,3CpRRIHLxKHSBSvnCgGeD1
0.495,0.133,-14.87,112.228,0.193,0.963,13,5DyN6afAAjTOgOgTA9jXyE
0.451,0.171,-14.732,99.549,0.24,0.932,13,1QbgNds5Ye8BovkywTbliF
0.22,0.188,-19.148,56.781,0.215,0.958,6,1uptgSNdSsDIVsdynJEoCe
0.381,0.0957,-22.221,60.077,0.152,0.968,6,7tRueocYJ2FyjtLbHBOZlz
0.475,0.138,-17.099,118.338,0.123,0.965,1,1nsMASRDWwUwlBMmOuh80d
0.488,0.0893,-20.921,127.47,0.197,0.977,1,7uINJ9uuLyurxRS7DrLRX0
0.459,0.265,-14.701,120.819,0.13,0.952,13,2pcDGklI3mOVMZrvnUF2t5
0.456,0.225,-12.99,111.577,0.232,0.974,13,5CX7Ndfp4IJT94jdKSdair
0.41,0.223,-13.395,107.158,0.0515,0.96,13,1wOBMxOxr7HciBRQ798Mlw
0.396,0.187,-12.532,163.911,0.178,0.95,17,4ZGlMy7TmvZNYTacuIyqSo
0.453,0.128,-20.163,102.077,0.133,0.933,1,7IVkAhHfWNsc7HUxKddN1x
0.471,0.101,-20.535,124.571,0.228,0.968,1,44U31ReufqAcif83U3ACf1
0.539,0.174,-14.657,97.893,0.158,0.844,18,0w0fqaQcl9OFquSsm7Gjqm
0.477,0.146,-20.248,111.254,0.186,0.975,1,1cPvmbaYDC33sTkNlfTuIB
0.408,0.131,-17.849,115.09,0.35,0.96,1,7L8qE08pnMxr4JvvtYJxis
0.473,0.231,-15.81,113.356,0.161,0.975,13,3YMMHEfRPihLMV9L2BKrWT
0.447,0.217,-16.916,119.543,0.239,0.968,13,0iIxcgkANZfp1Mk4Es1OUw
0.408,0.119,-18.142,63.079,0.159,0.964,6,6JbvbDMUh0X2seQPxx0Y2n
0.36,0.221,-13.87,87.336,0.139,0.927,18,2H2rKP4bEBgT5Y7LMuIF3w
0.511,0.167,-16.654,99.344,0.183,0.96,1,2bJ6vXeDbSvF2xngmc57UZ
0.424,0.163,-16.755,98.371,0.224,0.907,1,6OLMBzS4PV7EXkxzkcx7Z6
0.51,0.189,-15.775,103.792,0.216,0.972,13,2nUhKiUfVdLcGmcdYHdjBw
0.382,0.155,-17.956,117.596,0.239,0.984,1,7Cmp85HSefyHtULmgajybL
0.558,0.157,-17.519,100.764,0.188,0.924,1,3QDUpdIPgL1NSpCY9aPpbf
0.544,0.203,-15.579,112.96,0.251,0.946,13,1LGN3DO6YD61pwb64gQtZx
0.398,0.26,-14.621,141.806,0.171,0.964,13,130PBtsuj1VyxWdn3fhN46
0.582,0.123,-16.208,106.559,0.0795,0.928,1,79S9Ea6Q347UAPTIWnLmV2
0.255,0.0745,-19.79,75.936,0.179,0.863,6,26UQyr3L71oAnXQIJf18gr
0.565,0.239,-16.679,116.419,0.231,0.96,1,4zYPDHYsvTdUMMy8gRkBAA
0.424,0.116,-16.425,107.498,0.191,0.95,13,25VqRlCspcn3W04pGctbcn
0.453,0.166,-17.664,133.86,0.0894,0.946,1,4xHAgWSmUBXek3pkXxPcVk
0.422,0.196,-19.409,110.754,0.148,0.979,1,2HriYFonV6QkhctkB8DMxY
0.445,0.21,-17.007,53.05,0.182,0.969,6,01PueBjWRvJTwWwuClGbEp
0.479,0.224,-17.95,94.031,0.278,0.905,1,509DJTmdSrynAqzm5c1m3K
0.576,0.0928,-18.404,103.03,0.155,0.911,1,3AqqDd9zm7ZG8AFaveWYIm
0.557,0.229,-15.943,61.858,0.0816,0.853,6,1bB1538FOBYVUs2z06ssQ3
0.604,0.117,-18.05,112.502,0.297,0.968,1,2rtTRNbX2fRQGsLBje9YHS
0.248,0.132,-17.627,110.134,0.241,0.96,13,6SNXb4pUG3LjS2601AKT3G
0.5,0.2,-14.763,100.991,0.0708,0.898,13,6G8zCGZyhxjCZsVIkUM3Fy
0.414,0.182,-13.957,105.712,0.193,0.952,13,2yfDEMRiDN5lvCYJiRvefD
0.614,0.101,-20.511,121.532,0.179,0.932,1,0E30aSv1GFX0SG0zbsCxGH
0.493,0.146,-14.625,109.694,0.205,0.981,13,2o8qn04QtYku0WNWxcGps6
0.476,0.142,-14.311,87.413,0.159,0.979,18,211NFPThPEPKCoScvCAelb
0.392,0.202,-15.515,55.167,0.221,0.964,6,4HhnBJDoi9eLFxvnUh6ZLj
0.455,0.26,-14.579,126.156,0.204,0.973,13,3JtvojpnCGBLdalXoPpw4l
0.311,0.175,-16.939,92.667,0.371,0.968,6,2K9uglBf8vJoTcIP4sapyr
0.505,0.158,-18.637,107.004,0.222,0.969,1,4QJ4UWKHSgqPEofSerNqZI
0.462,0.14,-19.501,95.991,0.129,0.926,1,0Q9gFXZfjSQKXgjnqhgmnm
0.576,0.127,-16.564,77.629,0.169,0.941,18,6LLyyfz8BYrHtd3yPkrPad
0.342,0.181,-17.549,186.016,0.275,0.917,17,6WMZ32iT8I5T2UUSQTdWf9
0.426,0.137,-19.003,55.641,0.379,0.956,6,4Y27hhN8JYQnD4XPnqlZsU
0.554,0.111,-18.005,102.561,0.12,0.958,1,53ITTs99tI13zcMBjdQpoB
0.464,0.144,-16.863,107.823,0.143,0.933,1,0jXJ9u642pUSnPNchzYadK
0.516,0.135,-17.955,104.02,0.0931,0.716,1,2PVMfghJc3ayLHjGbGjg3J
0.46,0.215,-14.197,124.691,0.211,0.932,13,3al4xzBnTjTpcnZsfRiE0y
0.425,0.219,-14.817,123.47,0.229,0.981,13,7r5XG6Ko5PsiSext5v0vyO
0.491,0.134,-15.513,78.222,0.174,0.979,18,0tJPym7iyE0HyPFhwPrPBj
0.466,0.0718,-19.581,105.252,0.214,0.922,1,3wMe1lySKxJeH9iMWXDqgx
0.387,0.22,-15.127,97.726,0.0769,0.885,13,4tmD3aQkmBEO9JOR1hEAdY
0.518,0.144,-14.734,90.651,0.206,0.914,18,50QdRhmKuE8C2z1NGkiKxB
0.396,0.169,-19.164,177.236,0.126,0.952,17,5p5CfayA88AVKc76DcwK5e
0.546,0.152,-17.08,124.562,0.144,0.958,1,62FrtiVepyS9UGfcTPhu7W
0.528,0.0897,-18.904,105.17,0.305,0.984,1,48w1IYrxtNKmm0bBMICOdu
0.536,0.153,-18.485,115.691,0.166,0.962,1,6tKDtGWfRkozO6r0kwsyYr
0.471,0.166,-15.344,63.51,0.0873,0.858,6,5PQXmu4gJHZDY5ORO4xoc8
0.496,0.125,-20.965,61.057,0.141,0.978,6,6BNIemd2679Bg6BbNjP9Ko
0.414,0.154,-17.81,117.049,0.119,0.973,1,5ElOUNrMJQYJu9VmTivrAn
0.587,0.0575,-22.505,64.996,0.146,0.943,6,2bYWfgNXxt4CQCPWBicqPx
0.52,0.157,-19.608,118.252,0.134,0.976,1,3CewMyxVNsiu94v6Vm0SS2
0.453,0.142,-19.092,82.818,0.0859,0.849,6,04OlOJOsWy6RUWgyhixoqk
0.468,0.122,-17.007,97.432,0.179,0.929,1,2DWXx31Eg2vNMTcEVZT9qk
0.423,0.116,-17.882,81.501,0.1,0.972,6,5jU0M5C3puyWnDvrd27RSP
0.523,0.209,-19.827,82.163,0.224,0.965,6,5UkdF1wkOtQ95CvA1zjfDb
0.449,0.142,-18.201,112.211,0.131,0.945,1,73LXSkZdpjWC4XUDTju8LK
0.584,0.139,-11.483,106.759,0.24,0.961,13,2ghcpXt1t7oQfHcF5hUBP2
0.501,0.223,-12.413,109.911,0.266,0.972,13,7owDJ8Pr9sF4YNIdb3yrrX
0.503,0.148,-18.948,118.315,0.0585,0.954,1,1QVNZXoguyS3bBzMldMn7i
0.485,0.0873,-20.686,76.406,0.0947,0.937,6,4cXWKqGv91HzvKQe0r6dNJ
0.327,0.107,-21.7,96.045,0.112,0.944,1,2dXBcXQmElv95h7Fl0P623
0.449,0.184,-20.043,61.971,0.164,0.959,6,78K54LEyjSttk9UTE8PR9r
0.512,0.153,-17.568,105.66,0.24,0.904,1,4SsODjeSzr1gfceOJ6utNi
0.703,0.728,-6.006,144.035,0.422,0.275,2,6sPi1gMeolXVGYn5peD4Xh
0.74,0.688,-8.31,144.001,0.541,0.154,2,4ANrht1SKL8LQ2b9v2jH9J
0.709,0.715,-7.967,145.944,0.566,0.478,7,1LYAFsAknbsHzCRqHV5phR
0.807,0.75,-4.396,141.176,0.961,0.17,4,6A3SB2C4U6JtCavQOXLYNN
0.887,0.501,-7.982,145.995,0.403,0.498,2,4o2Iwvz9M7qdUUaCmfrZAQ
0.692,0.616,-10.693,141.106,0.639,0.127,2,4FTdqVASPQnV80sl85fVxx
0.869,0.786,-9.012,160.099,0.967,0.0114,11,1imr5TrYo6MuzoU5Zn2hpv
0.639,0.735,-6.68,140.523,0.547,0.278,10,0WIeUANL53pmz66ToHWtaL
0.759,0.803,-6.77,140.994,0.895,0.413,4,3FMedgGsLUNwx8NciePFEK
0.776,0.585,-10.716,138.136,0.724,0.555,7,5ZRM9cNzt2CS9eZyzEyRtZ
0.835,0.682,-8.655,150.007,0.953,0.0755,11,1hpMP5Wv3kSFKfPIg2UgSK
0.779,0.597,-10.3,149.176,0.738,0.14,11,3n83tqlN2mraNBla71j0Cg
0.747,0.701,-9.758,142.886,0.723,0.035,11,5c0L8xnB6I9DS9LKaqUx3j
0.913,0.54,-10.743,144.078,0.785,0.192,11,2KqdJfkysiVE6j0o832APo
0.9,0.639,-9.132,142.045,0.701,0.419,11,2HjKAH4h67ukwKuBjTRNHt
0.77,0.708,-10.13,144.996,0.616,0.124,2,3z3Xzi1zgNJTq99Lly4SiI
0.861,0.748,-5.002,145.324,0.737,0.607,7,56Oj65GrBLXYpabVrChei6
0.879,0.646,-8.352,147.052,0.629,0.329,11,3NQ83jeRQfnXqickeWRFLi
0.816,0.623,-9.811,145.138,0.708,0.247,11,7tTcleU0z0VpBaGWlBdIko
0.757,0.559,-11.455,142.76,0.6,0.688,7,7vv24x9Gc1g6LbMCCOD6v2
0.778,0.59,-12.055,142.004,0.961,0.547,7,3QoEOJppmERW3SqQ2GRbBE
0.879,0.719,-8.279,143.912,0.739,0.559,7,6ZEX7RYnxXzWkGbaB6UruS
0.804,0.91,-3.038,147.008,0.552,0.345,14,1IKOaciPNSGmX9P2rx8iWx
0.838,0.733,-6.192,143.104,0.806,0.747,7,1JTnvQEXkqf0ZovtKPDh9j
0.807,0.619,-7.255,146.033,0.704,0.203,11,0KTVVIO1SLbQ2m7ZJDe7IU
0.893,0.449,-11.268,142.037,0.681,0.233,11,6q6B3S0NzajdyzSj3XLXxb
0.759,0.416,-13.699,143.286,0.809,0.206,11,72NIQgcnkJDMf3Q4xk3Bbd
0.861,0.46,-10.105,143.008,0.74,0.193,11,1aWrjGga6Ws67b2CWWTb4u
0.832,0.44,-10.509,140.053,0.43,0.283,2,23HMleKc0xFqerlk6qT2FX
0.764,0.603,-9.434,143.091,0.6,0.361,7,0UPZYZghuk0ShJKrEiZ5jv
0.662,0.903,-6.196,144.132,0.743,0.521,4,1YTKdKM3X8G1XjUStxchPP
0.876,0.572,-9.352,144.083,0.755,0.166,11,7klOM09FDvQb3oQtIZNFPl
0.805,0.825,-6.123,143.102,0.424,0.329,2,7kWXW1tYyE2cOR11TPkKT7
0.865,0.582,-10.103,140.038,0.286,0.0298,2,6PyDmJQd9gT9vBOc5aPAXw
0.799,0.544,-9.732,140.056,0.462,0.11,2,5cPSyoMxvb3seOHoWPB06F
0.764,0.582,-9.133,157.205,0.543,0.0606,2,5fs2Gx1eIv8UeG9khJ0wSo
0.723,0.719,-8.498,170.085,0.402,0.442,2,0srLEnYW3RUBAPoOcHm3lc
0.917,0.702,-11.178,140.072,0.744,0.421,11,2fcecaIcGcBuX0UOuDD8H1
0.73,0.622,-8.188,141.983,0.705,0.324,7,6afrGc4NBIQEObX1S8DCPy
0.782,0.732,-8.885,144.94,0.773,0.413,7,0EZ05DO2sinxXkujtxUUZF
0.912,0.651,-8.702,142.947,0.505,0.0824,2,2GPh676erhgaOyMRmQNOc6
0.834,0.631,-7.792,140.961,0.625,0.264,11,4V5er0Fzkjh4AZEFXoSTIr
0.799,0.57,-8.186,147.245,0.783,0.47,7,3N8hTmz2BNTZwKhjymG1Q5
0.912,0.712,-7.71,140.971,0.929,0.738,7,4SbhFbZdJMEPHABg4igsLn
0.873,0.652,-11.783,151.862,0.682,0.361,11,09VwLfTaX6fYDZhofvEVbw
0.873,0.362,-15.733,142.075,0.295,0.143,2,2e7lpjjoYA2ijj4X8gfHUr
0.606,0.799,-3.468,139.792,0.227,0.0344,3,2cZ2Vx1EQzK4PFo87Z22Fn
0.507,0.872,-5.896,167.472,0.653,0.13,10,6NuJOIXGYhc3UhhpFZmtxh
0.679,0.583,-7.686,161.812,0.472,0.0223,2,4izostFFe2ryryY0QV139K
0.645,0.244,-12.558,146.179,0.964,0.296,7,475fSfeDIh7mvvDF0J5E3E
0.729,0.518,-5.784,105.792,0.918,0.217,4,0sq6iewpNEULKxGLaYdld8
0.784,0.695,-6.937,119.984,0.799,0.437,4,2caajiEdKmX5obLI81GZrP
0.789,0.615,-5.767,140.032,0.521,0.0498,2,2F2b8z7H0J6XlikMGMkss0
0.754,0.246,-20.268,140.507,0.515,0.824,16,3S2gLPljxsIzueguYAWHxU
0.778,0.555,-6.766,140.08,0.527,0.275,2,7LV2t3fLO2k30GShfxIQTD
0.619,0.557,-6.01,149.872,0.54,0.338,10,6hZa29t1WH9mM2wqyBw2pw
0.585,0.874,-6.33,149.608,0.357,0.044,10,7oa1uuluE1Wc47xjkSNS99
0.61,0.813,-6.02,140.868,0.943,0.0942,4,4BOZst1a8mfanfRSfdRzi9
0.8,0.604,-10.461,139.957,0.854,0.27,11,4Ait68EQ4BdYBDhwNxUuJJ
0.836,0.793,-7.835,144.917,0.853,0.153,11,6cV71jleEkoyq5Hlsl9l2a
0.889,0.721,-10.09,146.234,0.741,0.166,11,7ist6ZFoMj9oQbTO1eYINW
0.764,0.79,-8.7,140.03,0.909,0.312,4,5092WBFsPhz41OsJJL6HRa
0.806,0.883,-5.041,141.021,0.701,0.231,4,1QSVrSVmTGrcPaShtkojwd
0.899,0.639,-9.071,140.107,0.808,0.484,7,2TobINgZFWFedtjUdH994k
0.867,0.524,-10.775,144.061,0.867,0.304,11,72etzlZKMbe8EARBRjGTQs
0.702,0.381,-16.53,140.035,0.346,0.194,2,70IyUJ6MD2gdKbymubY3eB
0.825,0.475,-9.795,139.988,0.529,0.262,2,0CGYQM8oQkHI6wrf1cTIvK
0.923,0.574,-9.097,140.016,0.722,0.214,11,7xvgRaIALn0x78MUtOe9SA
0.875,0.827,-7.258,140.115,0.595,0.238,11,06l63fDOp1qRltZbA6r4nP
0.853,0.252,-18.461,141.953,0.583,0.7,7,0kjuq7qimVvU6GrMtPEqWq
0.758,0.572,-10.354,143.941,0.365,0.016,2,0hDeWUrm3zgLhuTCrXQkJv
0.853,0.591,-10.706,144.983,0.911,0.219,11,1MN3iFMSQ8dfqNAZMyUp5h
0.792,0.642,-8.684,146.081,0.74,0.45,7,22twVRzFiQHu3g6hKdhB7n
0.877,0.515,-10.785,142.052,0.826,0.421,11,205Og4VkGoDxTBKWb2yyko
0.922,0.675,-7.44,142.046,0.691,0.171,11,53Ih1tBwpD4hKr39BMSq9K
0.725,0.806,-6.07,142.672,0.66,0.21,4,0Vm8wm0W8KblOFyN8ZgYPx
0.748,0.568,-12.32,145.024,0.649,0.125,11,7FvNMfl36deVOGVR5Mz9VC
0.898,0.391,-15.689,136.927,0.788,0.321,11,61ZN9qQOIlY5iyqEAY8LdO
0.673,0.478,-10.592,144.748,0.588,0.112,2,1Hz9kATarW8c2qsYeGID59
0.795,0.507,-8.06,146.771,0.48,0.0612,2,0Ymjv0OJeIIPXr6s9wi3iW
0.917,0.366,-16.638,142.048,0.68,0.522,7,4lULVsvaMAFFndqL8J2exu
0.899,0.348,-16.467,140.044,0.398,0.188,2,33YgGfIfF8ntJGWD35WkCu
0.851,0.72,-5.2,149.006,0.669,0.0516,11,3msvOJFBxxktaCERWuphsT
0.798,0.674,-5.154,147.125,0.68,0.0585,11,4SoGvZB42bQrPWmi24POE5
0.89,0.944,-6.62,140.086,0.844,0.763,7,71kJnstCbvqaI9H70S9y68
0.887,0.755,-4.495,149.995,0.773,0.3,11,7gFgW5kkI17rz6OywyRYrW
0.782,0.698,-10.755,150.043,0.502,0.0249,2,3sMNkmHA0fZkt2F5pqtVGe
0.718,0.851,-4.305,143.842,0.752,0.0654,4,5iNTCutenYZ1y09cjJvj10
0.698,0.781,-4.471,160.032,0.706,0.498,7,6x1RDly0wG2dNPBPAhAhMk
0.803,0.72,-7.421,143.907,0.701,0.16,11,7fWBfZLAAiedgkMpSLUDQU
0.888,0.665,-7.743,143.974,0.889,0.273,11,0CnRTJEQw3glmbLMrSiQKf
0.921,0.522,-6.969,139.94,0.332,0.0611,2,7h89KNdndkucY4nDlwr31b
